id,occupation,isco_code,risk,prevalence,risk_category,risk_nonphysical,prevalence_nonphysical,onet_code,onet_occupation,concept_uri,skills_based_sector_code,skills_based_sector,sub_sector_code,sub_sector
190,missionary,2636,3.619784,0.239532,High risk,3.654133,0.164833,21-2011.00,clergy,http://data.europa.eu/esco/occupation/0f086907-96a6-4e88-bf00-a84295125a6a,2,business & administration workers,2.5,public officials
192,real estate manager,3334,3.415209,0.551901,Other,3.453486,0.358873,11-9141.00,"property, real estate, and community association managers",http://data.europa.eu/esco/occupation/0f5b4653-50b2-413a-826d-39d447480c21,2,business & administration workers,2.2,accounting & financial services workers
193,civil engineering technician,3112,3.351711,0.571009,Other,3.396317,0.129524,17-3022.00,civil engineering technicians,http://data.europa.eu/esco/occupation/0f5cc4eb-925d-4b99-be6d-b0964a253a9a,5,engineers & researchers,5.2,various engineers & architects
194,court clerk,3411,3.446044,0.321805,Other,3.471976,0.13868,23-1012.00,judicial law clerks,http://data.europa.eu/esco/occupation/0f63619d-63ea-4345-81f5-4673353fe8d2,2,business & administration workers,2.3,"assistants, clerks & legal workers"
197,water conservation technician,7126,3.412858,0.943127,Other,3.568318,0.095232,47-2152.01,pipe fitters and steamfitters,http://data.europa.eu/esco/occupation/0f898624-9b89-41ba-adcf-9360ade85a62,1,"technicians, construction, transport & security workers",1.2,construction workers & supervisors
198,briquetting machine operator,7223,3.450303,0.809369,Other,3.59229,0.0,51-9041.00,"extruding, forming, pressing, and compacting machine setters, operators, and tenders",http://data.europa.eu/esco/occupation/0f905036-055f-41d9-b292-e3c02617a193,1,"technicians, construction, transport & security workers",1.3,"industrial technicians, mechanics & repairers"
200,candy machine operator,8160,3.50075,0.71987,Other,3.607154,0.0,51-3092.00,food batchmakers,http://data.europa.eu/esco/occupation/0fdc5efb-d38e-4019-bede-0ce55404549d,9,food & tobacco production workers,9.2,food & tobacco production operators
201,chef,3434,3.348257,0.602211,Other,3.403336,0.24997,35-1011.00,chefs and head cooks,http://data.europa.eu/esco/occupation/1009be17-7efd-45f1-a033-566bf179c588,3,sales & services workers,3.1,"food, cleaning & services workers"
202,pharmacologist,2131,3.329803,0.820112,Low risk,3.362171,0.456836,19-1042.00,"medical scientists, except epidemiologists",http://data.europa.eu/esco/occupation/10291962-c0c7-4e5b-a7ed-0762b4d9b010,5,engineers & researchers,5.1,researchers & science technicians
203,ICT disaster recovery analyst,2519,3.289662,0.555703,Other,3.304056,0.555703,13-1199.04,business continuity planners,http://data.europa.eu/esco/occupation/102e75c8-3b47-4964-9b47-30a980aed25c,12,ict workers,12.1,"ict system engineers, adminstrators & managers"
205,teacher of talented and gifted students,2352,3.497312,0.460397,Other,3.556016,0.208252,25-2054.00,"special education teachers, secondary school",http://data.europa.eu/esco/occupation/1044dedc-81d1-48b6-96b3-ced5393b2de1,7,education workers,7.2,teachers & childcare workers
206,embedded system designer,2511,3.422585,0.323232,Other,3.430393,0.216698,15-1133.00,"software developers, systems software",http://data.europa.eu/esco/occupation/10469d70-78a3-4650-9e29-d04de13c62c1,12,ict workers,12.2,developers & testers
207,software tester,2519,3.625488,0.253897,High risk,3.644401,0.103118,15-1199.01,software quality assurance engineers and testers,http://data.europa.eu/esco/occupation/106f79e4-6264-45f1-9e7a-297435cd684b,12,ict workers,12.2,developers & testers
209,mine manager,1322,3.436342,0.525342,Other,3.527793,0.05255,17-2151.00,"mining and geological engineers, including mining safety engineers",http://data.europa.eu/esco/occupation/107d21c6-973b-411c-89fd-69da48d29ada,1,"technicians, construction, transport & security workers",1.6,mining engineers & technicians
212,quality services manager,1219,3.605194,0.366573,High risk,3.660959,0.155359,11-3051.01,quality control systems managers,http://data.europa.eu/esco/occupation/109e0a5d-203d-4af6-8f70-692111335ec3,2,business & administration workers,2.1,"process managers, supervisors & coordinators"
215,renewable energy consultant,2433,3.501289,0.253026,Other,3.518059,0.253026,13-1199.05,sustainability specialists,http://data.europa.eu/esco/occupation/114e1eff-215e-47df-8e10-45a5b72f8197,3,sales & services workers,3.2,customer representatives
216,sports instructor,3422,3.272073,0.436487,Other,3.342839,0.02914,27-2022.00,coaches and scouts,http://data.europa.eu/esco/occupation/11695786-9fb7-4895-b161-0480419107e4,7,education workers,7.1,instructors & vocational teachers
218,"gambling, betting, and lottery games designer",2166,3.529522,0.712899,Other,3.575926,0.153426,15-1199.11,video game designers,http://data.europa.eu/esco/occupation/11830794-108c-48fe-a282-2cd7a2945344,12,ict workers,12.2,developers & testers
221,kinesiologist,2269,3.391237,0.691667,Other,3.483761,0.035791,29-1128.00,exercise physiologists,http://data.europa.eu/esco/occupation/11a6d0f6-e692-4774-aa5f-193b67d31022,5,engineers & researchers,5.1,researchers & science technicians
223,environmental scientist,2133,3.486226,0.551096,Other,3.55443,0.140877,19-2041.00,"environmental scientists and specialists, including health",http://data.europa.eu/esco/occupation/11d72bd6-779a-4643-9962-313833740094,1,"technicians, construction, transport & security workers",1.5,environmental & agriculture workers
224,sociologist,2632,3.50094,0.477694,Other,3.564085,0.165614,19-3041.00,sociologists,http://data.europa.eu/esco/occupation/11df8941-508c-4103-ad40-52cdf9430a59,5,engineers & researchers,5.1,researchers & science technicians
226,clock and watchmaker,7311,3.392173,0.935347,Low risk,3.548236,0.0,49-9064.00,watch repairers,http://data.europa.eu/esco/occupation/11eb55d3-4dbe-45c5-a6ce-f04ae843c938,4,manufacturing workers,4.3,craftspersons & carpenters
227,footwear product developer,3119,3.403718,0.562922,Other,3.484973,0.172092,17-3029.06,manufacturing engineering technologists,http://data.europa.eu/esco/occupation/1209b85e-80f1-490f-a7e1-6ad220bb956d,8,"textile, clothing, leather & footwear manufacturing workers",8.1,shoe & leather manufacturing workers
229,blending plant operator,8160,3.50075,0.71987,Other,3.607154,0.0,51-3092.00,food batchmakers,http://data.europa.eu/esco/occupation/1214a616-aaa5-4140-b82e-2cc5028b0fa4,9,food & tobacco production workers,9.2,food & tobacco production operators
232,ICT help desk manager,3512,3.370189,0.320601,Other,3.367798,0.202122,15-1151.00,computer user support specialists,http://data.europa.eu/esco/occupation/1242d99a-47f1-4a62-b884-33746db8a6ca,3,sales & services workers,3.2,customer representatives
235,crossing guard,5419,3.440521,0.529618,Other,3.514935,0.415412,33-9091.00,crossing guards,http://data.europa.eu/esco/occupation/12da0bb1-26c8-46eb-9476-797f4f1c441e,1,"technicians, construction, transport & security workers",1.4,transport & security workers
236,gunsmith,7222,3.610645,0.692699,Other,3.767415,0.0,51-4111.00,tool and die makers,http://data.europa.eu/esco/occupation/12dc4509-7d36-46d8-aca0-c147c7ecd806,1,"technicians, construction, transport & security workers",1.1,engineering technicians
237,rail switchperson,8312,3.373048,0.916708,Low risk,3.47463,0.149657,53-4021.00,"railroad brake, signal, and switch operators",http://data.europa.eu/esco/occupation/12f9c0e8-26f4-4f1d-bf04-b16a34d12798,1,"technicians, construction, transport & security workers",1.4,transport & security workers
239,corporate social responsibility manager,1219,3.437007,0.311873,Other,3.480818,0.244314,11-1011.03,chief sustainability officers,http://data.europa.eu/esco/occupation/1313aeea-63a9-4b4d-82d1-dbe00ff9ed10,2,business & administration workers,2.4,business managers
242,online community manager,2432,3.473279,0.551985,Other,3.46954,0.338223,15-1199.10,search marketing strategists,http://data.europa.eu/esco/occupation/137b1d11-c4bc-4016-89ba-45345d4c71f0,2,business & administration workers,2.4,business managers
243,home care aide,5322,3.329477,0.931872,Low risk,3.456553,0.131872,31-1011.00,home health aides,http://data.europa.eu/esco/occupation/1391bdf9-bd61-4fb5-91ca-c29036ab2b60,3,sales & services workers,3.1,"food, cleaning & services workers"
244,waste management supervisor,3122,3.403775,0.552157,Other,3.511425,0.0,51-1011.00,first-line supervisors of production and operating workers,http://data.europa.eu/esco/occupation/139fba7b-6c1f-40ee-8acf-78f97e57c905,2,business & administration workers,2.1,"process managers, supervisors & coordinators"
246,customer service representative,4225,3.596983,0.569664,Other,3.653929,0.279415,43-4051.00,customer service representatives,http://data.europa.eu/esco/occupation/13d1b2b4-99dd-44da-9734-c9f74bae18f7,3,sales & services workers,3.2,customer representatives
247,music director,2652,3.6324,0.323583,High risk,3.703592,0.052595,27-2041.01,music directors,http://data.europa.eu/esco/occupation/13d8b1be-d711-4bbc-a45e-cad605162f41,6,arts & media workers,6.2,"journalists, publishers & composers"
250,commercial sales representative,3322,3.575272,0.215573,High risk,3.621545,0.153123,41-4011.00,"sales representatives, wholesale and manufacturing, technical and scientific products",http://data.europa.eu/esco/occupation/14031d4a-6e99-442f-b4fe-18262b6432b2,3,sales & services workers,3.2,customer representatives
255,hand brick moulder,7314,3.532202,0.890875,Other,3.702128,0.0,51-9195.07,molding and casting workers,http://data.europa.eu/esco/occupation/149062d6-6496-4004-9c23-93c78b29b5db,4,manufacturing workers,4.2,chemical manufacturing workers
256,medical records clerk,3252,3.39286,0.452925,Other,3.446876,0.134994,29-2071.00,medical records and health information technicians,http://data.europa.eu/esco/occupation/14eb2c85-fce5-40b6-bcd0-46ac99994b0d,11,healthcare workers,11.4,healthcare administrators & assistants
257,horse breeder,6121,3.423423,0.818131,Other,3.555012,0.120313,45-2021.00,animal breeders,http://data.europa.eu/esco/occupation/15151ba4-fbf2-4fd9-8dde-2abbc6ec362c,13,animal care & husbandry workers,13.2,animal husbandry workers
259,braiding machine operator,8159,3.576306,0.766162,Other,3.730539,0.0,51-6031.00,sewing machine operators,http://data.europa.eu/esco/occupation/15502187-a1da-407a-843b-ce991d5f65fe,8,"textile, clothing, leather & footwear manufacturing workers",8.2,textile workers
260,construction painter,7131,3.29873,0.937743,Low risk,3.451036,0.059413,47-2141.00,"painters, construction and maintenance",http://data.europa.eu/esco/occupation/15620506-fb5d-49cd-87a2-1c9047fb406a,1,"technicians, construction, transport & security workers",1.2,construction workers & supervisors
261,data warehouse designer,2521,3.663115,0.513759,Other,3.739738,0.116657,15-1199.06,database architects,http://data.europa.eu/esco/occupation/1562c7a3-c7d9-419d-b9b6-db26610bcf84,12,ict workers,12.3,data workers
263,linen room attendant,9121,3.318119,0.729635,Other,3.432597,0.0,51-6011.00,laundry and dry-cleaning workers,http://data.europa.eu/esco/occupation/15ab8475-549d-48a7-9d4a-5bb310015312,3,sales & services workers,3.1,"food, cleaning & services workers"
267,actuarial assistant,3314,3.532674,0.456256,Other,3.564777,0.392694,43-9111.00,statistical assistants,http://data.europa.eu/esco/occupation/160c1469-bbb6-48d3-b2a7-db8b30d724b5,2,business & administration workers,2.2,accounting & financial services workers
269,ICT presales engineer,2434,3.492121,0.25917,Other,3.539383,0.187086,41-9031.00,sales engineers,http://data.europa.eu/esco/occupation/16605833-c196-48d7-a6f5-bbdebdc353df,3,sales & services workers,3.5,wholesale merchants
271,plasma cutting machine operator,7223,3.496933,0.73695,Other,3.662719,0.0,51-4121.06,"welders, cutters, and welder fitters",http://data.europa.eu/esco/occupation/16811760-fb2d-42cf-912d-2215f085898f,4,manufacturing workers,4.1,metal workers & machine operators
278,anaesthetic technician,3259,3.523608,0.659626,Other,3.6368,0.0,29-2055.00,surgical technologists,http://data.europa.eu/esco/occupation/16e65196-3449-4c88-b379-0aa98f43db2b,11,healthcare workers,11.2,healthcare technicians & scientists
279,sauce production operator,8160,3.50075,0.71987,Other,3.607154,0.0,51-3092.00,food batchmakers,http://data.europa.eu/esco/occupation/16ec2281-b0b3-4cde-9888-2cb6cc492c25,9,food & tobacco production workers,9.3,food & tobacco production specialists
283,land-based machinery supervisor,8341,3.582803,0.873403,Other,3.764166,0.06717,45-2091.00,agricultural equipment operators,http://data.europa.eu/esco/occupation/1765f9b2-8483-490d-8df6-6e39db30ad82,1,"technicians, construction, transport & security workers",1.2,construction workers & supervisors
285,cigar brander,8183,3.435916,0.475199,Other,3.558735,0.0,51-9111.00,packaging and filling machine operators and tenders,http://data.europa.eu/esco/occupation/17abb59e-a1f9-4ce8-88b7-569e5413dca9,9,food & tobacco production workers,9.1,food & tobacco production workers
286,solderer,7212,3.458144,0.789764,Other,3.621418,0.0,51-4121.07,solderers and brazers,http://data.europa.eu/esco/occupation/17b29190-6746-4b81-a1d1-8053a5bbc0e9,4,manufacturing workers,4.1,metal workers & machine operators
287,dental instrument assembler,8212,3.508389,0.777532,Other,3.676707,0.0,51-9082.00,medical appliance technicians,http://data.europa.eu/esco/occupation/17c02096-05d6-4a5a-ba93-9f22d68df0d3,1,"technicians, construction, transport & security workers",1.1,engineering technicians
289,building caretaker,5153,3.51692,0.644341,Other,3.619476,0.092404,37-1011.00,first-line supervisors of housekeeping and janitorial workers,http://data.europa.eu/esco/occupation/1822bfc2-e735-449f-ba00-ca71eb5c062b,3,sales & services workers,3.3,shop & services managers
290,wearing apparel patternmaker,7532,3.691848,0.554553,Other,3.834578,0.060081,51-6092.00,fabric and apparel patternmakers,http://data.europa.eu/esco/occupation/18232485-5f8b-4c53-80f2-3d9f8f9d0e20,8,"textile, clothing, leather & footwear manufacturing workers",8.3,clothing manufacturing workers
291,ammunition assembler,8219,3.393566,0.95728,Low risk,3.556308,0.0,47-5031.00,"explosives workers, ordnance handling experts, and blasters",http://data.europa.eu/esco/occupation/183d60f2-277f-47c8-a8c6-f5c8eedba2b0,4,manufacturing workers,4.2,chemical manufacturing workers
294,"gambling, betting, and lottery game developer",2120,3.529522,0.712899,Other,3.575926,0.153426,15-1199.11,video game designers,http://data.europa.eu/esco/occupation/18552245-3c36-4a52-b4c6-295cabb5c93b,12,ict workers,12.2,developers & testers
296,machinery assembly coordinator,4322,3.573117,0.467572,High risk,3.62137,0.345701,43-5061.00,"production, planning, and expediting clerks",http://data.europa.eu/esco/occupation/187f063b-1002-4d46-9b79-c46b2caedbb3,2,business & administration workers,2.1,"process managers, supervisors & coordinators"
297,choreographer,2653,3.33289,0.891758,Low risk,3.490412,0.055226,27-2032.00,choreographers,http://data.europa.eu/esco/occupation/189a337d-f6fb-44e2-9e7a-bc27b7b76e0e,6,arts & media workers,6.4,perfomers
298,spark erosion machine operator,7223,3.523286,0.706717,Other,3.66823,0.031062,51-4041.00,machinists,http://data.europa.eu/esco/occupation/18a98579-f0b1-4dde-944f-1758dc113099,4,manufacturing workers,4.1,metal workers & machine operators
302,fisheries deckhand,8350,3.439786,0.96319,Other,3.595606,0.104828,45-3011.00,fishers and related fishing workers,http://data.europa.eu/esco/occupation/18dafd4f-8c37-4276-b4b3-cfa31059b2b6,1,"technicians, construction, transport & security workers",1.3,"industrial technicians, mechanics & repairers"
